HScode,hasEstimatedGain,tariffRate,BCgain,ABgain,SKgain,MBgain,ROCgain,CAgain,JPgain,MLgain,MXgain,NZgain,CNgain,EUgain,USgain,BCgainPercent,ABgainPercent,SKgainPercent,MBgainPercent,CAgainPercent,ROCgainPercent,initialTariffRate,description
030481,TRUE,0,80000,0,0,0,0,80000,-43000,0,0,76000,-0,-0,-1000,0.15,0,0,0,0.15,0,0.04,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)"
440810,TRUE,0,81000,0,0,0,6000,88000,-69000,0,0,231000,-9000,-0,-0,0.34,0,0,0,0.34,0.34,0.04,"Wood; coniferous, sheets for veneering (including those obtained by slicing laminated wood), for plywood or similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, not over 6 mm thick"
151511,TRUE,0,4000,17000,17000,0,0,39000,-86000,0,0,261000,-0,-42000,-21000,0.35,0.31,0.31,0,0.31,0,0.05,"Vegetable oils; linseed oil and its fractions, crude, not chemically modified"
130219,TRUE,0,12000,1000,0,5000,109000,127000,-47000,-0,-0,39000,-5000,-2000,-2000,0.21,0.21,0.21,0.2,0.21,0.21,0.05,Vegetable saps and extracts; n.e.c. in item no. 1302.1
151590,TRUE,0,7000,5000,7000,12000,3000,35000,-19000,-1000,0,39000,-4000,-4000,-1000,0.12,0.12,0.12,0.12,0.12,0.12,0.02,"Vegetable fats and oils and their fractions; fixed, n.e.c. in heading no. 1515, whether or not refined, but not chemically modified"
100590,TRUE,0,0,83000,1000,0,0,84000,-1000,0,-0,0,-0,-0,-14000,0,0.49,0.49,0,0.49,0.49,0.17,"Cereals; maize (corn), other than seed"
350510,TRUE,0,0,0,0,0,295000,295000,-93000,-0,0,-0,-1000,-5000,-2000,0.69,0,0,0,0.69,0.69,0.14,Dextrins and other modified starches
051191,TRUE,0,2000,0,0,0,0,2000,-0,0,-0,0,-0,-0,-0,0.02,0,0,0,0.02,0.02,0,"Animal products; of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of chapter 03, unfit for human consumption"
441239,TRUE,0,314000,0,0,0,0,314000,-1071000,-0,0,2956000,-308000,-165000,-45000,0.4,0,0,0,0.4,0,0.06,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with both outer plies of coniferous wood"
160411,TRUE,0,139000,0,0,0,71000,210000,-60000,0,0,1000,-6000,-0,-0,0.44,0,0,0,0.44,0.44,0.1,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced)"
200811,TRUE,0,0,0,0,0,57000,57000,-20000,0,0,10000,-5000,-0,-1000,0,0,0,0,0.96,0.96,0.18,"Nuts; ground-nuts, whether or not containing added sugar, other sweetening matter or spirit"
151710,TRUE,0,4000,703000,0,0,0,707000,-297000,-3000,0,0,0,-2000,-113000,3.34,2.42,0,0,2.42,0,0.3,Margarine; excluding liquid margarine
621020,TRUE,0,88000,0,0,0,0,88000,-497000,0,0,0,221000,8000,0,1.03,0,0,0,1.03,1.05,0.1,"Garments; overcoats, raincoats, car-coats, capes, cloaks and similar articles, men's or boys', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
350790,TRUE,0,40000,0,0,0,1000,41000,-92000,-0,-1000,162000,-6000,-19000,-5000,0.29,0,0,0,0.29,0.29,0.04,Enzymes and prepared enzymes; other than rennet and concentrates thereof
160300,TRUE,0,0,0,0,0,78000,78000,-274000,-0,-0,1011000,-103000,-99000,-41000,0,0,0,0,1.42,1.42,0.11,"Extracts and juices; of meat, fish or crustaceans, molluscs or other aquatic invertebrates"
170410,TRUE,0,0,0,0,0,135000,135000,-60000,0,-0,0,-3000,-0,-0,0,0,0,0,1.34,1.34,0.24,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa"
030822,TRUE,0,19000,0,0,0,0,19000,-6000,0,-0,0,-0,0,-0,0.23,0,0,0,0.23,0,0.07,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen"
711319,TRUE,0,13000,34000,0,0,306000,353000,-273000,-0,-0,2000,0,-6000,0,0.48,0.48,0,0,0.48,0.48,0.05,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof"
761300,TRUE,0,0,27000,0,0,0,28000,-12000,0,0,0,-0,-0,-2000,0.25,0.25,0,0,0.25,0.25,0.03,Aluminium; containers for compressed or liquefied gas
761090,TRUE,0,9000,0,0,0,12000,20000,-44000,0,-0,1000,64000,2000,-1000,0.25,0.24,0,0,0.25,0.25,0.03,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like"
621133,TRUE,0,73000,0,0,0,49000,121000,141000,-0,9000,76000,331000,3000,2000,1.16,1.18,0,0,1.17,1.17,0.11,"Track suits and other garments n.e.c.; men's or boys', of man-made fibres (not knitted or crocheted)"
611430,TRUE,0,134000,3000,0,0,116000,253000,-16000,-16000,1000,6000,327000,2000,2000,0.92,0.86,0,0,0.89,0.86,0.08,"Garments; of man-made fibres, knitted or crocheted, n.e.c. in chapter 61"
071340,TRUE,0,1000,0,16000,0,1000,18000,-5000,0,0,0,0,-0,-0,0.16,0,0.16,0,0.16,0.16,0.04,"Vegetables, leguminous; lentils, shelled, whether or not skinned or split, dried"
030399,TRUE,0,5000,0,0,0,0,5000,-3000,0,-0,5000,-0,-0,-0,0.16,0,0,0,0.16,0,0.04,"Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal"
610443,TRUE,0,0,0,0,0,100000,100000,-19000,-1000,1000,0,728000,10000,-3000,1.44,0,0,0,1.23,1.23,0.11,"Dresses; women's or girls', of synthetic fibres, knitted or crocheted"
151499,TRUE,0,137000,0,67000,0,6000,210000,-62000,0,0,0,0,-56000,-0,0.22,0,0.27,0,0.23,0.3,0.05,"Vegetable oils; excluding low erucic acid rape or colza oil and its fractions, other than crude, but not chemically modified"
150600,TRUE,0,0,67000,0,0,23000,90000,-46000,-1000,-2000,77000,-9000,-12000,-2000,0,0.59,0,0,0.6,0.63,0.06,"Animal fats and oils and their fractions; whether or not refined, but not chemically modified, n.e.c. in chapter 15"
081030,TRUE,0,11000,0,0,0,0,11000,-3000,0,0,1000,0,0,-0,0.13,0,0,0,0.13,0,0.06,"Fruit, edible; black, white or red currants and gooseberries, fresh"
020742,TRUE,0,0,19000,0,0,345000,364000,-74000,-1000,0,0,0,-8000,-9000,0,1.05,0,0,1.03,1.03,0.1,"Meat and edible offal; of ducks, not cut in pieces, frozen"
330129,TRUE,0,10000,0,0,0,5000,15000,-5000,-0,-0,1000,-0,-2000,-0,0.11,0,0,0,0.11,0.11,0.02,"Oils, essential; n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes"
030569,TRUE,0,39000,0,0,0,0,39000,-12000,0,0,0,-0,0,0,0.39,0,0,0,0.39,0,0.1,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6"
420310,TRUE,0,0,0,0,0,229000,229000,-153000,0,0,43000,-19000,-20000,-3000,1.5,1.49,0,0,1.46,1.46,0.13,"Apparel; articles of apparel, of leather or of composition leather"
330749,TRUE,0,15000,0,0,0,75000,90000,-77000,-27000,-9000,8000,17000,-0,-1000,0.28,0,0,0,0.29,0.29,0.04,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms, (excluding those which operate by burning)"
392520,TRUE,0,14000,1000,0,0,0,15000,-15000,-0,0,0,0,0,0,0.29,0.29,0,0,0.29,0.29,0.04,"Plastics; builders' ware, doors, windows and their frames and thresholds for doors"
611030,TRUE,0,57000,1000,0,1000,86000,145000,1277000,-341000,17000,19000,6945000,57000,1000,1.26,1.24,0,1.19,1.21,1.18,0.1,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of man-made fibres, knitted or crocheted"
420500,TRUE,0,0,16000,0,0,306000,323000,-46000,-0,-0,0,-93000,-53000,-5000,1.22,1.11,0,1.23,1.19,1.2,0.1,"Leather articles; n.e.c. in chapter 42, of leather or composition leather"
190532,TRUE,0,45000,8000,0,0,7000,60000,-32000,-1000,0,0,-0,-3000,-0,0.94,0.94,0,0,0.94,0.93,0.18,"Food preparations; waffles and wafers, whether or not containing cocoa"
081340,TRUE,0,20000,0,0,0,7000,27000,-9000,0,-0,6000,-2000,-0,-0,0.35,0,0,0,0.36,0.36,0.09,"Fruit, edible; fruit n.e.c. in heading no. 0812, dried"
220710,TRUE,0,0,4000,0,0,0,4000,0,0,0,0,0,-0,0,0,0.05,0,0,0.05,0,0.02,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher
610120,TRUE,0,152000,0,0,0,65000,217000,-142000,-12000,0,0,68000,3000,0,1.31,0,0,0,1.3,1.3,0.11,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6103)"
120890,TRUE,0,15000,0,2000,0,0,17000,-5000,0,0,0,-1000,-0,-0,0.25,0,0.26,0,0.25,0,0.04,Flours and meals of oil seeds or oleaginous fruits; excluding soya beans and mustard seeds
160249,TRUE,0,0,11326000,5000,0,13150000,24481000,-5427000,0,-288000,0,-3855000,-1084000,-4322000,0,0.54,0.71,0,0.61,0.69,0.07,"Meat preparations; of swine, meat or meat offal (including mixtures), prepared or preserved, n.e.c. in heading no. 1602"
620342,TRUE,0,14000,0,0,0,51000,66000,-1768000,-61000,65000,0,2162000,252000,45000,1.1,0,0,1.02,1.04,1.03,0.1,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton (not knitted or crocheted)"
410190,TRUE,0,6000,168000,0,0,5000,179000,-26000,0,-0,0,-3000,-0,-0,0.23,0.28,0,0,0.27,0.28,0.1,"Hides and skins; other than whole, but including butts, bends and bellies, of bovine (including. buffalo) and equine animals, fresh, salted or preserved, but not tanned, parchment dressed or further prepared, whether or not dehaired or split"
270112,,,,,,,,,,,,,,,,,,,,,,,"Coal; bituminous, whether or not pulverised, but not agglomerated"
120510,,,,,,,,,,,,,,,,,,,,,,,"Oil seeds; low erucic acid rape or colza seeds, whether or not broken"
260300,,,,,,,,,,,,,,,,,,,,,,,Copper ores and concentrates
300490,,,,,,,,,,,,,,,,,,,,,,,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale"
100199,,,,,,,,,,,,,,,,,,,,,,,"Cereals; wheat and meslin, other than durum wheat, other than seed"
260111,,,,,,,,,,,,,,,,,,,,,,,Iron ores and concentrates; non-agglomerated
260112,,,,,,,,,,,,,,,,,,,,,,,Iron ores and concentrates; agglomerated (excluding roasted iron pyrites)
440712,,,,,,,,,,,,,,,,,,,,,,,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm"
470321,,,,,,,,,,,,,,,,,,,,,,,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of coniferous wood"
440719,,,,,,,,,,,,,,,,,,,,,,,"Wood; coniferous species, other than of pine (Pinus spp.) or fir (Abies spp.) or spruce (Picea spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm"
440711,,,,,,,,,,,,,,,,,,,,,,,"Wood; coniferous species, of pine (Pinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm"
120190,,,,,,,,,,,,,,,,,,,,,,,"Soya beans; other than seed, whether or not broken"
440325,,,,,,,,,,,,,,,,,,,,,,,"Wood; coniferous species n.e.c in headings 4403.21 or 4403.23, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more"
030614,,,,,,,,,,,,,,,,,,,,,,,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
810520,,,,,,,,,,,,,,,,,,,,,,,"Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders"
310420,,,,,,,,,,,,,,,,,,,,,,,"Fertilizers, mineral or chemical; potassic, potassium chloride"
271112,,,,,,,,,,,,,,,,,,,,,,,"Petroleum gases and other gaseous hydrocarbons; liquefied, propane"
760120,,,,,,,,,,,,,,,,,,,,,,,"Aluminium; unwrought, alloys"
440131,,,,,,,,,,,,,,,,,,,,,,,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms; wood pellets"
760110,,,,,,,,,,,,,,,,,,,,,,,"Aluminium; unwrought, (not alloyed)"
880330,,,,,,,,,,,,,,,,,,,,,,,Aircraft and spacecraft; parts of aeroplanes or helicopters n.e.c. in heading no. 8803
110710,,,,,,,,,,,,,,,,,,,,,,,Malt; not roasted
848350,,,,,,,,,,,,,,,,,,,,,,,"Pulleys and flywheels, including pulley blocks"
880230,,,,,,,,,,,,,,,,,,,,,,,"Aeroplanes and other aircraft; of an unladen weight exceeding 2000kg but not exceeding 15,000kg"
880240,,,,,,,,,,,,,,,,,,,,,,,"Aeroplanes and other aircraft; of an unladen weight exceeding 15,000kg"
470329,,,,,,,,,,,,,,,,,,,,,,,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood"
901839,,,,,,,,,,,,,,,,,,,,,,,"Medical, surgical instruments and appliances; catheters, cannulae and the like"
100119,,,,,,,,,,,,,,,,,,,,,,,"Cereals; wheat and meslin, durum wheat, other than seed"
100390,,,,,,,,,,,,,,,,,,,,,,,"Cereals; barley, other than seed"
121490,,,,,,,,,,,,,,,,,,,,,,,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise"
271311,,,,,,,,,,,,,,,,,,,,,,,"Petroleum coke; (not calcined), obtained from bituminous minerals"
261400,,,,,,,,,,,,,,,,,,,,,,,Titanium ores and concentrates
160242,,,,,,,,,,,,,,,,,,,,,,,"Meat preparations; of swine, shoulders and cuts thereof, prepared or preserved (excluding homogenised preparations)"
999999,,,,,,,,,,,,,,,,,,,,,,,Commodities not specified according to kind
841122,,,,,,,,,,,,,,,,,,,,,,,Turbo-propellers; of a power exceeding 1100kW
852580,,,,,,,,,,,,,,,,,,,,,,,"Television cameras, digital cameras and video camera recorders"
851762,,,,,,,,,,,,,,,,,,,,,,,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
711299,,,,,,,,,,,,,,,,,,,,,,,"Waste and scrap of precious metals; waste and scrap of precious metals including metal clad with precious metals, other than that of gold and platinum and excluding ash which contains precious metal or precious metal compounds"
030612,,,,,,,,,,,,,,,,,,,,,,,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
880212,,,,,,,,,,,,,,,,,,,,,,,Helicopters; of an unladen weight exceeding 2000kg
020500,,,,,,,,,,,,,,,,,,,,,,,"Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen"
841191,,,,,,,,,,,,,,,,,,,,,,,Turbines; parts of turbo-jets and turbo-propellers
270119,,,,,,,,,,,,,,,,,,,,,,,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated"
901832,,,,,,,,,,,,,,,,,,,,,,,"Medical, surgical instruments and appliances; tubular metal needles and needles for sutures"
950890,,,,,,,,,,,,,,,,,,,,,,,"Roundabouts, swings, shooting galleries, other fairground amusements; travelling theatres"
030772,,,,,,,,,,,,,,,,,,,,,,,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen"
841112,,,,,,,,,,,,,,,,,,,,,,,Turbo-jets; of a thrust exceeding 25kN
382499,,,,,,,,,,,,,,,,,,,,,,,"Chemical products, mixtures and preparations; n.e.c. heading 3824"
880529,,,,,,,,,,,,,,,,,,,,,,,Ground flying trainers and parts thereof; other than air combat simulators and parts thereof
030331,,,,,,,,,,,,,,,,,,,,,,,"Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
285390,,,,,,,,,,,,,,,,,,,,,,,"Phosphides, chemically defined or not, not ferrophosphorus; other inorganic compounds n.e.c. (including distilled, conductivity water and water of like purity); liquid air, rare gases removed or not; compressed air; amalgams, not precious metal amalgams"
270900,,,,,,,,,,,,,,,,,,,,,,,"Oils; petroleum oils and oils obtained from bituminous minerals, crude"
903149,,,,,,,,,,,,,,,,,,,,,,,"Optical instruments and appliances; for measuring or checking, n.e.c. in chapter 90"
841181,,,,,,,,,,,,,,,,,,,,,,,"Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power not exceeding 5000kW"
440323,,,,,,,,,,,,,,,,,,,,,,,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more"
030632,,,,,,,,,,,,,,,,,,,,,,,"Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not"
854231,,,,,,,,,,,,,,,,,,,,,,,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits"
270111,,,,,,,,,,,,,,,,,,,,,,,"Coal; anthracite, whether or not pulverised, but not agglomerated"
540232,,,,,,,,,,,,,,,,,,,,,,,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn more than 50 decitex, not for retail sale, not sewing thread"
903180,,,,,,,,,,,,,,,,,,,,,,,"Instruments, appliances and machines; for measuring or checking n.e.c. in chapter 90"
902290,,,,,,,,,,,,,,,,,,,,,,,"Apparatus based on use of x-rays and similar; parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like"
847330,,,,,,,,,,,,,,,,,,,,,,,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8471"
150210,,,,,,,,,,,,,,,,,,,,,,,Tallow; other than those of heading 1503
903190,,,,,,,,,,,,,,,,,,,,,,,"Instruments, appliances and machines; parts and accessories for those measuring or checking devices of heading no. 9031"
870324,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 3000cc"
381121,,,,,,,,,,,,,,,,,,,,,,,Lubricating oil additives; containing petroleum oils or oils obtained from bituminous minerals
901580,,,,,,,,,,,,,,,,,,,,,,,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)"
880320,,,,,,,,,,,,,,,,,,,,,,,Aircraft and spacecraft; under-carriages and parts thereof
284440,,,,,,,,,,,,,,,,,,,,,,,"Radioactive elements, isotopes, compounds, n.e.c. in heading no. 2844 alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues"
293750,,,,,,,,,,,,,,,,,,,,,,,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues"
848071,,,,,,,,,,,,,,,,,,,,,,,"Moulds; for rubber or plastics, injection or compression types"
270300,,,,,,,,,,,,,,,,,,,,,,,"Peat; (including peat litter), whether or not agglomerated"
100490,,,,,,,,,,,,,,,,,,,,,,,"Cereals; oats, other than seed"
470500,,,,,,,,,,,,,,,,,,,,,,,Wood pulp; obtained by a combination of mechanical and chemical pulping processes
121410,,,,,,,,,,,,,,,,,,,,,,,Lucerne (alfalfa) meal and pellets
903289,,,,,,,,,,,,,,,,,,,,,,,"Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic"
854370,,,,,,,,,,,,,,,,,,,,,,,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543"
330499,,,,,,,,,,,,,,,,,,,,,,,"Cosmetic and toilet preparations; n.e.c. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations)"
260800,,,,,,,,,,,,,,,,,,,,,,,Zinc ores and concentrates
847710,,,,,,,,,,,,,,,,,,,,,,,"Machinery; injection-moulding machines, for working rubber or plastics or for the manufacture of products from these materials"
847180,,,,,,,,,,,,,,,,,,,,,,,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70"
852910,,,,,,,,,,,,,,,,,,,,,,,Reception and transmission apparatus; aerials and aerial reflectors of all kinds and parts suitable for use therewith
880211,,,,,,,,,,,,,,,,,,,,,,,Helicopters; of an unladen weight not exceeding 2000kg
030235,,,,,,,,,,,,,,,,,,,,,,,"Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
330410,,,,,,,,,,,,,,,,,,,,,,,Cosmetic and toilet preparations; lip make-up
870829,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; parts and accessories, of bodies, other than safety seat belts"
110900,,,,,,,,,,,,,,,,,,,,,,,Wheat gluten; whether or not dried
220830,,,,,,,,,,,,,,,,,,,,,,,Whiskies
030359,,,,,,,,,,,,,,,,,,,,,,,"Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
902790,,,,,,,,,,,,,,,,,,,,,,,Microtomes and parts and accessories thereof
940190,,,,,,,,,,,,,,,,,,,,,,,Seat; parts
852990,,,,,,,,,,,,,,,,,,,,,,,"Reception and transmission apparatus; for use with the apparatus of heading no. 8525 to 8528, excluding aerials and aerial reflectors"
470200,,,,,,,,,,,,,,,,,,,,,,,"Wood pulp; chemical wood pulp, dissolving grades"
390290,,,,,,,,,,,,,,,,,,,,,,,"Propylene, other olefin polymers; n.e.c. in heading no. 3902, in primary forms"
870899,,,,,,,,,,,,,,,,,,,,,,,Vehicle parts and accessories; n.e.c. in heading no. 8708
290129,,,,,,,,,,,,,,,,,,,,,,,"Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901"
847990,,,,,,,,,,,,,,,,,,,,,,,"Machines and mechanical appliances; parts, of those having individual functions"
481022,,,,,,,,,,,,,,,,,,,,,,,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanical or chemi-mechanical processed fibres, for writing, printing or other graphic purposes, light-weight coated paper, in rolls or sheets"
732690,,,,,,,,,,,,,,,,,,,,,,,Iron or steel; articles n.e.c. in heading 7326
847150,,,,,,,,,,,,,,,,,,,,,,,"Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units"
300420,,,,,,,,,,,,,,,,,,,,,,,"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale"
902780,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027"
847149,,,,,,,,,,,,,,,,,,,,,,,"Automatic data processing machines; presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41"
902139,,,,,,,,,,,,,,,,,,,,,,,Artificial parts of the body; excluding artificial joints
121229,,,,,,,,,,,,,,,,,,,,,,,"Seaweeds and other algae; not fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
390220,,,,,,,,,,,,,,,,,,,,,,,"Propylene, other olefin polymers; polyisobutylene in primary forms"
902730,,,,,,,,,,,,,,,,,,,,,,,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)"
853710,,,,,,,,,,,,,,,,,,,,,,,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts"
901811,,,,,,,,,,,,,,,,,,,,,,,"Medical, surgical instruments and appliances; electro-cardiographs"
400239,,,,,,,,,,,,,,,,,,,,,,,"Rubber; synthetic, halo-isobutene-isoprene rubber (CIIR or BIIR), in primary forms or in plates, sheets or strip"
470311,,,,,,,,,,,,,,,,,,,,,,,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood"
961900,,,,,,,,,,,,,,,,,,,,,,,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material"
330420,,,,,,,,,,,,,,,,,,,,,,,Cosmetic and toilet preparations; eye make-up
842549,,,,,,,,,,,,,,,,,,,,,,,"Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles"
291815,,,,,,,,,,,,,,,,,,,,,,,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), salts and esters of citric acid"
841111,,,,,,,,,,,,,,,,,,,,,,,Turbo-jets; of a thrust not exceeding 25kN
120750,,,,,,,,,,,,,,,,,,,,,,,"Oil seeds; mustard seeds, whether or not broken"
820240,,,,,,,,,,,,,,,,,,,,,,,"Tools, hand; chain saw blades"
711291,,,,,,,,,,,,,,,,,,,,,,,"Waste and scrap of precious metals; of gold, including metal clad with gold but excluding sweepings containing other precious metals"
841182,,,,,,,,,,,,,,,,,,,,,,,"Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW"
850440,,,,,,,,,,,,,,,,,,,,,,,Electrical static converters
050400,,,,,,,,,,,,,,,,,,,,,,,"Animal products; guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked"
160530,,,,,,,,,,,,,,,,,,,,,,,"Crustacean preparations; lobster, prepared or preserved"
440121,,,,,,,,,,,,,,,,,,,,,,,"Wood; for fuel, in chips or particles, coniferous, whether or not agglomerated"
870310,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; specially designed for travelling on snow, golf cars and similar vehicles"
852560,,,,,,,,,,,,,,,,,,,,,,,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, incorporating reception apparatus"
901420,,,,,,,,,,,,,,,,,,,,,,,Navigational instruments and appliances; for aeronautical or space navigation (excluding compasses)
841121,,,,,,,,,,,,,,,,,,,,,,,Turbo-propellers; of a power not exceeding 1100kW
902750,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)"
847989,,,,,,,,,,,,,,,,,,,,,,,"Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter"
851770,,,,,,,,,,,,,,,,,,,,,,,"Telephone sets and other apparatus for the transmission or reception of voice, images or other data, via a wired or wireless network; parts"
382200,,,,,,,,,,,,,,,,,,,,,,,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material"
040210,,,,,,,,,,,,,,,,,,,,,,,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)"
901849,,,,,,,,,,,,,,,,,,,,,,,Dental instruments and appliances; other than dental drill engines
901890,,,,,,,,,,,,,,,,,,,,,,,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018"
